,name,name_type,cas,source,smiles,y_true,pka_acid_1,pka_acid_2,pka_acid_3,pka_acid_4,pka_base_1,pka_base_2,pka_base_3,pka_base_4,α_acid_0,α_acid_1,α_acid_2,α_acid_3,α_acid_4,α_base_0,α_base_1,α_base_2,α_base_3,α_base_4
10,4-{2-[(2-methylprop-2-enoyl)oxy]ethoxy}-4-oxobutanoic acid,IUPAC Name,20882-04-6,ClassDataset_original,C=C(C)C(=O)OCCOC(=O)CCC(=O)O,1,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
11,prop-2-enoic acid,IUPAC Name,79-10-7,ClassDataset_original,C=CC(=O)O,1,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
12,Chromium acetate,,17593-70-3,ClassDataset_original,CC(=O)[O-].[Cr],1,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
13,3-[(2-acetamidoacetyl)amino]propanoic acid,,1016788-34-3,ClassDataset_original,CC(=O)NCC(=O)NCCC(=O)O,1,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
14,"2-[(1Z,2S,3aS,3bS,5aS,6S,7R,9aS,9bS,10R,11aR)-2-(acetyloxy)-7,10-dihydroxy-3a,3b,6,9a-tetramethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-ylidene]-6-methylhept-5-enoic acid",IUPAC Name,6990-06-3,ClassDataset_original,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,0,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
15,2-(4-{4-[4-(hydroxydiphenylmethyl)piperidin-1-yl]but-1-yn-1-yl}phenyl)-2-methylpropanoic acid,IUPAC Name,832088-68-3,ClassDataset_original,CC(C)(C(=O)O)c1ccc(C#CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0,4.3,10.0,10.0,10.0,0.0,0.0,0.0,8.7,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,6.008437965372989e-23,1.5092513799787496e-15,3.791068063105745e-08,0.9522732428644664,0.0477267192248515
16,3-tert-butylhexanedioic acid,IUPAC Name,10347-88-3,ClassDataset_original,CC(C)(C)C(CCC(=O)O)CC(=O)O,0,4.3,4.5,10.0,10.0,0.0,0.0,0.0,0.0,9.962360990580045e-07,0.0012541869412508,0.9962360990580108,0.0025024319398038,6.285824835369541e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
17,"Benzoic acid, 4-(1,1-dimethylethyl)-",IUPAC Name,98-73-7,ClassDataset_original,CC(C)(C)c1ccc(C(=O)O)cc1,0,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
18,2-methylpentanedioic acid,IUPAC Name,617-62-9,ClassDataset_original,CC(CCC(=O)O)C(=O)O,1,4.3,4.3,10.0,10.0,0.0,0.0,0.0,0.0,6.288737880211342e-07,0.000791705192551,0.9966977855519372,0.0025035916438435,6.288737880211442e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
19,barium(2+) ion bis(3-methylbenzoate),IUPAC Name,68092-47-7,ClassDataset_original,Cc1cccc(C(=O)O)c1,1,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
20,"Phenol, 2-(1-methylpropyl)-4,6-dinitro-",IUPAC Name,88-85-7,ClassDataset_original,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
21,hexadecyltrimethylazanium 4-methylbenzene-1-sulfonate,IUPAC Name,138-32-9,ClassDataset_original,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)O)cc1,1,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
22,2-Naphthalenecarboxylic acid,IUPAC Name,93-09-4,ClassDataset_original,O=C(O)c1ccc2ccccc2c1,1,4.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0007917056779277,0.996698396604992,0.0025035931787394,6.288741735695572e-06,1.5796605037161773e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
23,pentanedioic acid,IUPAC Name,110-94-1,ClassDataset_original,O=C(O)CCCC(=O)O,1,4.3,4.3,10.0,10.0,0.0,0.0,0.0,0.0,6.288737880211342e-07,0.000791705192551,0.9966977855519372,0.0025035916438435,6.288737880211442e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
24,"hexa-2,4-dienoic acid",IUPAC Name,110-44-1,ClassDataset_original,C/C=C/C=C/C(=O)O,1,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
25,tetramethylazanium 2-carboxybenzoate,IUPAC Name,79723-02-7,ClassDataset_original,C[N+](C)(C)C.O=C([O-])c1ccccc1C(=O)O,1,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
26,"8-[1,8-bis(7-carboxyheptyl)-4,5-dihexyl-3-[(1E)-oct-1-en-1-yl]-1,2,3,4,4a,5,8,8a-octahydronaphthalen-2-yl]octanoic acid",IUPAC Name,68937-90-6,ClassDataset_original,C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC(=O)O/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC(=O)O/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC(=O)O,0,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
27,4-oxopentanoic acid,IUPAC Name,123-76-2,ClassDataset_original,CC(=O)CCC(=O)O,1,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
28,"1,6-Hexanediamine, N1,N1,N6,N6-tetramethyl-, propoxylated (>1 < 4,5 mol PO)",,158451-78-6,ClassDataset_original,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
29,"Benzoic acid, 4-methyl-",IUPAC Name,99-94-5,ClassDataset_original,Cc1ccc(C(=O)O)cc1,1,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
30,3-(2-methoxy-5-methylphenyl)-3-phenylpropanoic acid,IUPAC Name,109089-77-2,ClassDataset_original,COc1ccc(C)cc1C(CC(=O)O)c1ccccc1,0,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
31,3-[(4-aminobenzoyl)amino]propanoic acid,,7377-08-4,ClassDataset_original,Nc1ccc(C(=O)NCCC(=O)[O-])cc1,1,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
32,tranexamic acid,IUPAC Name,1197-18-8,ClassDataset_original,NCC1CCC(C(=O)O)CC1,0,4.4,10.0,10.0,10.0,0.0,0.0,0.0,10.7,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,6.306412500303907e-23,1.584099199101585e-15,3.979077284388479e-08,0.9994990240583448,0.0005009361508809
33,4-aminobutanoic acid,IUPAC Name,56-12-2,ClassDataset_original,NCCCC(=O)O,1,4.4,10.0,10.0,10.0,0.0,0.0,0.0,10.2,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,6.299589018260351e-23,1.5823852179054989e-15,3.974771958278168e-08,0.9984175750343732,0.0015823852179055
34,cobalt(2+) hydrogen citrate,,18727-04-3,ClassDataset_original,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Co+2],1,4.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0009964941225656,0.9964941225656614,0.0025030800655517,6.287452853641548e-06,1.579336751181846e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
35,5-[(4-carboxybutanoyl)peroxy]-5-oxopentanoic acid,IUPAC Name,10195-54-7,ClassDataset_original,O=C(O)CCCC(=O)OOC(=O)CCCC(=O)O,1,4.4,4.4,10.0,10.0,0.0,0.0,0.0,0.0,9.964931453040784e-07,0.000996493145304,0.9964931453040816,0.0025030776107816,6.287446687537834e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
36,(2E)-but-2-enoic acid,IUPAC Name,107-93-7,ClassDataset_original,C/C=C/C(=O)O,1,4.5,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0012541881709156,0.9962370758154848,0.0025024343933077,6.285830998292562e-06,1.5789293595373467e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
37,potassium (2S)-4-carboxy-2-tetradecanamidobutanoate,IUPAC Name,72716-26-8,ClassDataset_original,CCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)[O-].[K+],1,4.5,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0012541881709156,0.9962370758154848,0.0025024343933077,6.285830998292562e-06,1.5789293595373467e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
38,sodium hydrogen (2S)-2-tetradecanamidopentanedioate,IUPAC Name,38517-37-2,ClassDataset_original,CCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)[O-].[Na+],1,4.5,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0012541881709156,0.9962370758154848,0.0025024343933077,6.285830998292562e-06,1.5789293595373467e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
39,4-methoxybenzoic acid,IUPAC Name,100-09-4,ClassDataset_original,COc1ccc(C(=O)O)cc1,1,4.5,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0012541881709156,0.9962370758154848,0.0025024343933077,6.285830998292562e-06,1.5789293595373467e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
40,N-phenyl-N'-[(phenylamino)sulfonyl]urea,,4886-26-4,ClassDataset_original,O=C(Nc1ccccc1)NS(=O)(=O)Nc1ccccc1,0,4.5,4.6,10.0,10.0,0.0,0.0,0.0,0.0,1.987105080781898e-06,0.0015784136710291,0.9959116983637828,0.0025016170821016,6.2837780053637655e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
41,hexanedioic acid,IUPAC Name,124-04-9,ClassDataset_original,O=C(O)CCCCC(=O)O,1,4.5,4.5,10.0,10.0,0.0,0.0,0.0,0.0,1.578926891453435e-06,0.0012541862104469,0.9962355185598304,0.0025024304816583,6.28582117267364e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
42,dodecanedioic acid,IUPAC Name,693-23-2,ClassDataset_original,O=C(O)CCCCCCCCCCC(=O)O,1,4.5,4.5,10.0,10.0,0.0,0.0,0.0,0.0,1.578926891453435e-06,0.0012541862104469,0.9962355185598304,0.0025024304816583,6.28582117267364e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
43,tridecanedioic acid,IUPAC Name,505-52-2,ClassDataset_original,O=C(O)CCCCCCCCCCCC(=O)O,1,4.5,4.5,10.0,10.0,0.0,0.0,0.0,0.0,1.578926891453435e-06,0.0012541862104469,0.9962355185598304,0.0025024304816583,6.28582117267364e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
44,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 2-ethylhexyl ester",,144429-84-5,ClassDataset_original,CC(C)(C)c1cc(CCC(=O)O)cc(C(C)(C)C)c1O,0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
45,3-(3-tert-butyl-4-hydroxyphenyl)propionic acid,IUPAC Name,107551-67-7,ClassDataset_original,CC(C)(C)c1cc(CCC(=O)O)ccc1O,0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
46,"3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanoic acid",IUPAC Name,192725-50-1,ClassDataset_original,CC(C)C(C(=O)O)N1CCCNC1=O,0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
47,"5,9-dimethyl-14,16-dioxo-19-(propan-2-yl)-15-oxapentacyclo[10.5.2.0¹,¹⁰.0⁴,⁹.0¹³,¹⁷]nonadec-18-ene-5-carboxylic acid",IUPAC Name,85409-27-4,ClassDataset_original,CC(C)C1=CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CC1C1C(=O)OC(=O)C13,0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
48,"[1α,3β(Z)]-(±)-3-[2-chloro-2-(4-chlorophenyl)vinyl]-2,2-dimethylcyclopropanecarboxylic acid",,78479-03-5,ClassDataset_original,CC1(C)[C@H](/C=C(\Cl)c2ccc(Cl)cc2)[C@H]1C(=O)O,0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
49,"Pyrazolo[5,1-b]quinazolin-9(1H)-one, 2-methyl-",,74336-55-3,ClassDataset_original,Cc1cc2nc3ccccc3c(=O)n2[nH]1,0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
50,2-[1-(aminomethyl)cyclohexyl]acetic acid hydrochloride,IUPAC Name,60142-95-2,ClassDataset_original,NCC1(CC(=O)O)CCCCC1.[Cl-].[H+],0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
51,"2,4-dichloro-6-nitrophenol",IUPAC Name,609-89-2,ClassDataset_original,O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,0,4.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0015784167825952,0.9959136616292428,0.0025016220136015,6.283790392731377e-06,1.5784167825952264e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
52,4-hydroxybenzoic acid,IUPAC Name,99-96-7,ClassDataset_original,O=C(O)c1ccc(O)cc1,1,4.6,8.1,10.0,10.0,0.0,0.0,0.0,0.0,0.0013189707830464,0.8322143027179353,0.1660485836191204,0.0004170951841642,1.047695733750184e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
53,octadec-9-enedioic acid,IUPAC Name,4494-16-0,ClassDataset_original,O=C(O)CCCCCCC/C=C/CCCCCCCC(=O)O,1,4.6,4.6,10.0,10.0,0.0,0.0,0.0,0.0,2.501615794990282e-06,0.0015784128589167,0.9959111859555256,0.0025016157949903,6.283774772286233e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
54,Decanedioic acid,IUPAC Name,111-20-6,ClassDataset_original,O=C(O)CCCCCCCCC(=O)O,1,4.6,4.6,10.0,10.0,0.0,0.0,0.0,0.0,2.501615794990282e-06,0.0015784128589167,0.9959111859555256,0.0025016157949903,6.283774772286233e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
55,octadecanedioic acid,IUPAC Name,871-70-5,ClassDataset_original,O=C(O)CCCCCCCCCCCCCCCCC(=O)O,1,4.6,4.6,10.0,10.0,0.0,0.0,0.0,0.0,2.501615794990282e-06,0.0015784128589167,0.9959111859555256,0.0025016157949903,6.283774772286233e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
56,"3,7-dihydroxycholan-24-oic acid",IUPAC Name,128-13-2,ClassDataset_original,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,4.7,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0019862972138027,0.99550680574734,0.0025006000378321,6.281223305663061e-06,1.5777719594776855e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
57,"(4R)-4-[(1R,3aS,3bR,5aS,9aS,9bS,11aR)-9a,11a-dimethyl-4,7,11-trioxo-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl]pentanoic acid",IUPAC Name,81-23-2,ClassDataset_original,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,1,4.7,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0019862972138027,0.99550680574734,0.0025006000378321,6.281223305663061e-06,1.5777719594776855e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
58,4-(4-propylcyclohexyl)cyclohexane-1-carboxylic acid,IUPAC Name,65355-32-0,ClassDataset_original,CCCC1CCC(C2CCC(C(=O)O)CC2)CC1,0,4.7,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0019862972138027,0.99550680574734,0.0025006000378321,6.281223305663061e-06,1.5777719594776855e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
